Season,Celebrity,Week,Judge_Total,Judge_Rank,Judge_Pct
5,Josie Maran,1,16.0,12.0,0.0622568093385214
5,Albert Reed,1,21.0,5.0,0.08171206225680934
5,Helio Castroneves,1,25.0,2.0,0.09727626459143969
5,Mel B,1,24.0,3.0,0.0933852140077821
5,Wayne Newton,1,19.0,10.0,0.07392996108949416
5,Marie Osmond,1,21.0,5.0,0.08171206225680934
5,Mark Cuban,1,21.0,5.0,0.08171206225680934
6,Cristian de la Fuente,1,21.0,6.0,0.08641975308641975
6,Steve Guttenberg,1,18.0,8.0,0.07407407407407407
6,Priscilla Presley,1,24.0,2.0,0.09876543209876543
6,Marlee Matlin,1,22.0,4.0,0.09053497942386832
6,Shannon Elizabeth,1,21.0,6.0,0.08641975308641975
6,Marissa Jaret Winokur,1,18.0,8.0,0.07407407407407407
6,Jason Taylor,1,22.0,4.0,0.09053497942386832
6,Kristi Yamaguchi,1,27.0,1.0,0.1111111111111111
6,Monica Seles,1,15.0,11.0,0.06172839506172839
6,Penn Jillette,1,16.0,10.0,0.06584362139917696
6,Adam Carolla,1,15.0,11.0,0.06172839506172839
6,Mario,1,24.0,2.0,0.09876543209876543
7,Ted McGinley,1,18.5,8.0,0.07341269841269842
7,Cloris Leachman,1,16.0,12.0,0.06349206349206349
7,Susan Lucci,1,18.5,8.0,0.07341269841269842
7,Cody Linley,1,20.5,6.0,0.08134920634920635
7,Misty May-Treanor,1,21.0,5.0,0.08333333333333333
7,Maurice Greene,1,19.5,7.0,0.07738095238095238
7,Warren Sapp,1,21.5,3.0,0.08531746031746032
7,Jeffrey Ross,1,12.0,13.0,0.047619047619047616
7,Toni Braxton,1,22.5,2.0,0.08928571428571429
7,Lance Bass,1,21.5,3.0,0.08531746031746032
7,Kim Kardashian,1,18.5,8.0,0.07341269841269842
7,Rocco DiSpirito,1,17.5,11.0,0.06944444444444445
7,Brooke Burke,1,24.5,1.0,0.09722222222222222
8,Gilles Marini,1,24.0,1.0,0.09876543209876543
8,Denise Richards,1,18.0,7.0,0.07407407407407407
8,David Alan Grier,1,19.0,6.0,0.07818930041152264
8,Lawrence Taylor,1,16.0,11.0,0.06584362139917696
8,Ty Murray,1,14.0,12.0,0.05761316872427984
8,Shawn Johnson,1,23.0,2.0,0.09465020576131687
8,Steve Wozniak,1,13.0,13.0,0.053497942386831275
8,Belinda Carlisle,1,17.0,9.0,0.06995884773662552
8,Chuck Wicks,1,20.0,5.0,0.0823045267489712
8,Lil' Kim,1,21.0,4.0,0.08641975308641975
8,Steve-O,1,17.0,9.0,0.06995884773662552
8,Holly Madison,1,18.0,7.0,0.07407407407407407
8,Melissa Rycroft,1,23.0,2.0,0.09465020576131687
9,Ashley Hamiliton,1,18.9999,15.0,0.046797967676719905
9,Debi Mazar,1,22.0,10.0,0.05418740566465287
9,Melissa Joan Hart,1,24.0,9.0,0.05911353345234858
9,Mark Dacascos,1,28.9998,6.0,0.0714283603088091
9,Chuck Liddell,1,22.0,10.0,0.05418740566465287
9,Natalie Coughlin,1,26.9998,7.0,0.06650223252111338
9,Louie Vito,1,26.9998,7.0,0.06650223252111338
9,Michael Irvin,1,19.0,14.0,0.046798213983109294
9,Joanna Krupa,1,33.9999,1.0,0.08374392608443776
9,Kathy Ireland,1,19.9999,12.0,0.04926103157056776
9,Tom DeLay,1,19.9999,12.0,0.04926103157056776
9,Macy Gray,1,18.9999,15.0,0.046797967676719905
9,Aaron Carter,1,31.999899999999997,2.0,0.07881779829674204
9,Mya,1,30.999899999999997,3.0,0.07635473440289418
9,Donny Osmond,1,29.999899999999997,5.0,0.07389167050904633
9,Kelly Osbourne,1,30.9998,4.0,0.07635448809650482
10,Aiden Turner,1,15.0,10.0,0.07177033492822966
10,Shannen Doherty,1,18.0,6.0,0.0861244019138756
10,Niecy Nash,1,18.0,6.0,0.0861244019138756
10,Buzz Aldrin,1,14.0,11.0,0.06698564593301436
10,Chad Ochocinco,1,18.0,6.0,0.0861244019138756
10,Evan Lysacek,1,23.0,2.0,0.11004784688995216
10,Pamela Anderson,1,21.0,3.0,0.10047846889952153
10,Nicole Scherzinger,1,25.0,1.0,0.11961722488038277
10,Erin Andrews,1,21.0,3.0,0.10047846889952153
10,Kate Gosselin,1,16.0,9.0,0.07655502392344497
10,Jake Pavelka,1,20.0,5.0,0.09569377990430622
11,David Hasselhoff,1,15.0,10.0,0.06607929515418502
11,Florence Henderson,1,18.0,7.0,0.07929515418502203
11,Kyle Massey,1,23.0,2.0,0.1013215859030837
11,Jennifer Grey,1,24.0,1.0,0.10572687224669604
11,Rick Fox,1,22.0,4.0,0.09691629955947137
11,Kurt Warner,1,19.0,5.0,0.08370044052863436
11,Margaret Cho,1,15.0,10.0,0.06607929515418502
11,Michael Bolton,1,16.0,9.0,0.07048458149779736
11,Brandy,1,23.0,2.0,0.1013215859030837
11,The Situation,1,15.0,10.0,0.06607929515418502
11,Audrina Patridge,1,19.0,5.0,0.08370044052863436
11,Bristol Palin,1,18.0,7.0,0.07929515418502203
12,Ralph Macchio,1,24.0,1.0,0.11594202898550725
12,Chelsea Kane,1,21.0,3.0,0.10144927536231885
12,Kirstie Alley,1,23.0,2.0,0.1111111111111111
12,Hines Ward,1,21.0,3.0,0.10144927536231885
12,Sugar Ray Leonard,1,17.0,9.0,0.0821256038647343
12,Chris Jericho,1,19.0,5.0,0.09178743961352658
12,Petra Nemcova,1,18.0,7.0,0.08695652173913043
12,Mike Catherwood,1,13.0,11.0,0.06280193236714976
12,Romeo,1,19.0,5.0,0.09178743961352658
12,Wendy Williams,1,14.0,10.0,0.06763285024154589
12,Kendra Wilkinson,1,18.0,7.0,0.08695652173913043
13,Elisabetta Canalis,1,15.0,11.0,0.06912442396313365
13,David Arquette,1,18.0,6.0,0.08294930875576037
13,Ricki Lake,1,20.0,4.0,0.09216589861751152
13,J.R. Martinez,1,22.0,1.0,0.10138248847926268
13,Metta World Peace (Ron),1,14.0,12.0,0.06451612903225806
13,Hope Solo,1,21.0,3.0,0.0967741935483871
13,Chynna Phillips,1,22.0,1.0,0.10138248847926268
13,Kristin Cavallari,1,19.0,5.0,0.08755760368663594
13,Carson Kressley,1,17.0,7.0,0.07834101382488479
13,Chaz Bono,1,17.0,7.0,0.07834101382488479
13,Nancy Grace,1,16.0,9.0,0.07373271889400922
13,Rob Kardashian,1,16.0,9.0,0.07373271889400922
14,William Levy,1,24.0,3.0,0.08888888888888889
14,Jack Wagner,1,23.0,4.0,0.08518518518518518
14,Sherri Sheperd,1,23.0,4.0,0.08518518518518518
14,Jaleel White,1,26.0,1.0,0.0962962962962963
14,Roshon Fegan,1,23.0,4.0,0.08518518518518518
14,Melissa Gilbert,1,20.0,10.0,0.07407407407407407
14,Martina Navratilova,1,20.0,10.0,0.07407407407407407
14,Donald Driver,1,21.0,8.0,0.07777777777777778
14,Gavin DeGraw,1,20.0,10.0,0.07407407407407407
14,Gladys Knight,1,23.0,4.0,0.08518518518518518
14,Katherine Jenkins,1,26.0,1.0,0.0962962962962963
14,Maria Menounos,1,21.0,8.0,0.07777777777777778
15,Gilles Marini,1,24.0,2.0,0.0867992766726944
15,Sabrina Bryan,1,22.5,3.0,0.081374321880651
15,Kirstie Alley,1,19.0,12.0,0.06871609403254973
15,Kelly Monaco,1,21.5,6.0,0.07775768535262206
15,Apolo Anton Ohno,1,22.0,4.0,0.07956600361663653
15,Emmitt Smith,1,24.5,1.0,0.08860759493670886
15,Shawn Johnson,1,22.0,4.0,0.07956600361663653
15,Pamela Anderson,1,17.0,13.0,0.06148282097649186
15,Helio Castroneves,1,21.5,6.0,0.07775768535262206
15,Joey Fatone,1,20.5,10.0,0.07414104882459313
15,Drew Lachey,1,21.5,6.0,0.07775768535262206
15,Bristol Palin,1,19.5,11.0,0.0705244122965642
15,Melissa Rycroft,1,21.0,9.0,0.0759493670886076
16,Ingo Rademacher,1,20.0,5.0,0.08733624454148471
16,Zendaya,1,24.0,1.0,0.10480349344978165
16,Dorothy Hamill,1,21.0,2.0,0.09170305676855896
16,Victor Ortiz,1,18.0,8.0,0.07860262008733625
16,Alexandra Raisman,1,21.0,2.0,0.09170305676855896
16,Jacoby Jones,1,20.0,5.0,0.08733624454148471
16,D. L. Hughley,1,12.0,12.0,0.05240174672489083
16,Andy Dick,1,17.0,11.0,0.07423580786026202
16,Wynonna Judd,1,18.0,8.0,0.07860262008733625
16,Kellie Pickler,1,21.0,2.0,0.09170305676855896
16,Lisa Vanderpump,1,18.0,8.0,0.07860262008733625
16,Sean Lowe,1,19.0,7.0,0.08296943231441048
17,Valerie Harper,1,21.0,8.0,0.08203125
17,Brant Daugherty,1,22.0,6.0,0.0859375
17,Elizabeth Berkley Lauren,1,24.0,2.0,0.09375
17,Leah Remini,1,21.0,8.0,0.08203125
17,Corbin Bleu,1,24.0,2.0,0.09375
17,Amber Riley,1,27.0,1.0,0.10546875
17,Keyshawn Johnson,1,17.0,11.0,0.06640625
17,Bill Engvall,1,18.0,10.0,0.0703125
17,Christina Milian,1,22.0,6.0,0.0859375
17,"Nicole ""Snooki"" Polizzi",1,23.0,4.0,0.08984375
17,Jack Osbourne,1,23.0,4.0,0.08984375
17,Bill Nye,1,14.0,12.0,0.0546875
18,Billy Dee Williams,1,15.0,12.0,0.05725190839694656
18,Danica McKellar,1,24.0,3.0,0.0916030534351145
18,James Maslow,1,21.0,7.0,0.08015267175572519
18,Candace Cameron Bure,1,25.0,2.0,0.09541984732824428
18,Sean Avery,1,20.0,10.0,0.07633587786259542
18,Diana Nyad,1,18.0,11.0,0.06870229007633588
18,Charlie White,1,27.0,1.0,0.10305343511450382
18,Amy Purdy,1,24.0,3.0,0.0916030534351145
18,Meryl Davis,1,24.0,3.0,0.0916030534351145
18,Drew Carey,1,21.0,7.0,0.08015267175572519
18,Cody Simpson,1,22.0,6.0,0.08396946564885496
18,NeNe Leakes,1,21.0,7.0,0.08015267175572519
19,Antonio Sabato Jr.,1,25.0,10.0,0.06720430107526881
19,Jonathan Bennett,1,30.0,6.0,0.08064516129032258
19,Lea Thompson,1,32.0,3.0,0.08602150537634409
19,Janel Parrish,1,29.0,7.0,0.07795698924731183
19,Alfonso Ribeiro,1,36.0,1.0,0.0967741935483871
19,Lolo Jones,1,22.0,12.0,0.05913978494623656
19,Randy Couture,1,31.0,5.0,0.08333333333333333
19,Tommy Chong,1,27.0,9.0,0.07258064516129033
19,Betsey Johnson,1,20.0,13.0,0.053763440860215055
19,Michael Waltrip,1,25.0,10.0,0.06720430107526881
19,Tavis Smiley,1,29.0,7.0,0.07795698924731183
19,Bethany Mota,1,32.0,3.0,0.08602150537634409
19,Sadie Robertson,1,34.0,2.0,0.0913978494623656
20,Suzanne Somers,1,25.0,8.0,0.07861635220125786
20,Willow Shields,1,25.0,8.0,0.07861635220125786
20,Riker Lynch,1,31.0,2.0,0.09748427672955975
20,Rumer Willis,1,32.0,1.0,0.10062893081761007
20,Nastia Liukin,1,30.0,3.0,0.09433962264150944
20,Michael Sam,1,26.0,5.0,0.08176100628930817
20,Robert Herjavec,1,28.0,4.0,0.0880503144654088
20,Charlotte McKinney,1,22.0,11.0,0.06918238993710692
20,Noah Galloway,1,26.0,5.0,0.08176100628930817
20,Redfoo,1,22.0,11.0,0.06918238993710692
20,Patti LaBelle,1,25.0,8.0,0.07861635220125786
20,Chris Soules,1,26.0,5.0,0.08176100628930817
21,Gary Busey,1,15.0,9.0,0.06
21,Alexa PenaVega,1,22.0,5.0,0.088
21,Carlos PenaVega,1,23.0,3.0,0.092
21,Victor Espinoza,1,15.0,9.0,0.06
21,Alek Skarlatos,1,22.0,5.0,0.088
21,Chaka Khan,1,13.0,12.0,0.052
21,Andy Grammer,1,21.0,7.0,0.084
21,Tamar Braxton,1,23.0,3.0,0.092
21,Nick Carter,1,24.0,1.0,0.096
21,Hayes Grier,1,21.0,7.0,0.084
21,Bindi Irwin,1,24.0,1.0,0.096
21,Kim Zolciak-Biermann,1,12.0,13.0,0.048
21,Paula Deen,1,15.0,9.0,0.06
22,Mischa Barton,1,16.0,10.0,0.06751054852320675
22,Kim Fields,1,20.0,8.0,0.08438818565400844
22,Jodie Sweetin,1,20.0,8.0,0.08438818565400844
22,Doug Flutie,1,15.0,11.0,0.06329113924050633
22,Von Miller,1,21.0,4.0,0.08860759493670886
22,Antonio Brown,1,21.0,4.0,0.08860759493670886
22,Paige VanZant,1,21.0,4.0,0.08860759493670886
22,Geraldo Rivera,1,13.0,12.0,0.05485232067510549
22,Nyle DiMarco,1,23.0,1.0,0.0970464135021097
22,Ginger Zee,1,23.0,1.0,0.0970464135021097
22,Wanya Morris,1,23.0,1.0,0.0970464135021097
22,Marla Maples,1,21.0,4.0,0.08860759493670886
23,Jake T. Austin,1,22.0,11.0,0.06666666666666667
23,Maureen McCormick,1,22.0,11.0,0.06666666666666667
23,Marilu Henner,1,27.0,3.0,0.08181818181818182
23,Ryan Lochte,1,24.0,9.0,0.07272727272727272
23,Calvin Johnson Jr.,1,26.0,5.0,0.07878787878787878
23,Laurie Hernandez,1,31.0,1.0,0.09393939393939393
23,Amber Rose,1,24.0,9.0,0.07272727272727272
23,Rick Perry,1,20.0,13.0,0.06060606060606061
23,James Hinchcliffe,1,31.0,1.0,0.09393939393939393
23,Babyface,1,26.0,5.0,0.07878787878787878
23,Vanilla Ice,1,25.0,7.0,0.07575757575757576
23,Jana Kramer,1,27.0,3.0,0.08181818181818182
23,Terra Jole,1,25.0,7.0,0.07575757575757576
24,Charo,1,21.0,10.0,0.0695364238410596
24,Mr. T,1,20.0,11.0,0.06622516556291391
24,Heather Morris,1,28.0,3.0,0.09271523178807947
24,Nancy Kerrigan,1,28.0,3.0,0.09271523178807947
24,Bonner Bolton,1,22.0,9.0,0.0728476821192053
24,Simone Biles,1,32.0,1.0,0.10596026490066225
24,David Ross,1,28.0,3.0,0.09271523178807947
24,Rashad Jennings,1,31.0,2.0,0.10264900662251655
24,Chris Kattan,1,17.0,12.0,0.056291390728476824
24,Erika Jayne,1,24.0,7.0,0.07947019867549669
24,Normani,1,27.0,6.0,0.08940397350993377
24,Nick Viall,1,24.0,7.0,0.07947019867549669
25,Sasha Pieterse,1,18.0,7.0,0.07531380753138076
25,Frankie Muniz,1,19.0,5.0,0.0794979079497908
25,Jordan Fisher,1,22.0,1.0,0.09205020920502092
25,Derek Fisher,1,18.0,7.0,0.07531380753138076
25,Nikki Bella,1,20.0,4.0,0.08368200836820083
25,Terrell Owens,1,15.0,12.0,0.06276150627615062
25,Victoria Arlen,1,19.0,5.0,0.0794979079497908
25,Barbara Corcoran,1,14.0,13.0,0.058577405857740586
25,Lindsey Stirling,1,22.0,1.0,0.09205020920502092
25,Debbie Gibson,1,17.0,10.0,0.07112970711297072
25,Nick Lachey,1,18.0,7.0,0.07531380753138076
25,Drew Scott,1,16.0,11.0,0.06694560669456066
25,Vanessa Lachey,1,21.0,3.0,0.08786610878661087
26,Jamie Anderson,1,19.0,8.0,0.09047619047619047
26,Johnny Damon,1,18.0,9.0,0.08571428571428572
26,Kareem Abdul-Jabbar,1,17.0,10.0,0.08095238095238096
26,Arike Ogunbowale,1,20.0,7.0,0.09523809523809523
26,Jennie Finch Daigle,1,21.0,5.0,0.1
26,Chris Mazdzer,1,21.0,5.0,0.1
26,Mirai Nagasu,1,23.0,3.0,0.10952380952380952
26,Tonya Harding,1,23.0,3.0,0.10952380952380952
26,Josh Norman,1,24.0,1.0,0.11428571428571428
26,Adam Rippon,1,24.0,1.0,0.11428571428571428
27,Juan Pablo Di Pace,1,22.0,3.0,0.08627450980392157
27,Evanna Lynch,1,18.0,9.0,0.07058823529411765
27,Nancy McKeon,1,19.5,8.0,0.07647058823529412
27,John Schneider,1,18.0,9.0,0.07058823529411765
27,Milo Manheim,1,20.0,5.0,0.0784313725490196
27,Danelle Umstead,1,18.0,9.0,0.07058823529411765
27,Mary Lou Retton,1,20.0,5.0,0.0784313725490196
27,DeMarcus Ware,1,23.0,1.0,0.09019607843137255
27,Nikki Glaser,1,17.5,12.0,0.06862745098039216
27,Bobby Bones,1,20.0,5.0,0.0784313725490196
27,Tinashe,1,23.0,1.0,0.09019607843137255
27,Alexis Ren,1,22.0,3.0,0.08627450980392157
27,Joe Amabile,1,14.0,13.0,0.054901960784313725
28,Kate Flannery,1,15.0,9.0,0.07614213197969544
28,James Van Der Beek,1,21.0,1.0,0.1065989847715736
28,Kel Mitchell,1,16.0,7.0,0.08121827411167512
28,Ray Lewis,1,15.0,9.0,0.07614213197969544
28,Lamar Odom,1,11.0,12.0,0.05583756345177665
28,Sailor Brinkley-Cook,1,18.0,4.0,0.09137055837563451
28,Sean Spicer,1,12.0,11.0,0.06091370558375635
28,Mary Wilson,1,17.0,5.0,0.08629441624365482
28,Lauren Alaina,1,19.0,3.0,0.09644670050761421
28,Ally Brooke,1,16.0,7.0,0.08121827411167512
28,Karamo Brown,1,17.0,5.0,0.08629441624365482
28,Hannah Brown,1,20.0,2.0,0.10152284263959391
29,Anne Heche,1,18.0,6.0,0.06923076923076923
29,Jesse Metcalfe,1,18.0,6.0,0.06923076923076923
29,Chrishell Stause,1,13.0,13.0,0.05
29,Skai Jackson,1,21.0,1.0,0.08076923076923077
29,Justina Machado,1,21.0,1.0,0.08076923076923077
29,Charles Oakley,1,12.0,14.0,0.046153846153846156
29,Veron Davis,1,17.0,11.0,0.06538461538461539
29,Johnny Weir,1,18.0,6.0,0.06923076923076923
29,Nev Schulman,1,20.0,3.0,0.07692307692307693
29,AJ McLean,1,18.0,6.0,0.06923076923076923
29,Nelly,1,16.0,12.0,0.06153846153846154
29,Kaitlyn Bristowe,1,20.0,3.0,0.07692307692307693
29,Carole Baskin,1,11.0,15.0,0.04230769230769231
29,Monica Aldama,1,19.0,5.0,0.07307692307692308
29,Jeannie Mai,1,18.0,6.0,0.06923076923076923
30,Martin Kove,1,13.0,15.0,0.03551912568306011
30,Brian Austin Green,1,24.0,9.0,0.06557377049180328
30,Melora Hardin,1,26.0,5.0,0.07103825136612021
30,Matt James,1,24.0,9.0,0.06557377049180328
30,"Mike ""The Miz"" Mizanin",1,24.0,9.0,0.06557377049180328
30,Suni Lee,1,28.0,2.0,0.07650273224043716
30,Iman Shumpert,1,21.0,14.0,0.05737704918032787
30,Cody Rigsby,1,24.0,9.0,0.06557377049180328
30,Melanie C,1,27.0,4.0,0.07377049180327869
30,Jimmie Allen,1,22.0,13.0,0.060109289617486336
30,Olivia Jade,1,25.0,7.0,0.06830601092896176
30,JoJo Siwa,1,29.0,1.0,0.07923497267759563
30,Christine Chiu,1,25.0,7.0,0.06830601092896176
30,Kenya Moore,1,26.0,5.0,0.07103825136612021
30,Amanda Kloots,1,28.0,2.0,0.07650273224043716
31,Jason Lewis,1,18.0,15.0,0.04712041884816754
31,Cheryl Ladd,1,21.0,10.0,0.0549738219895288
31,Selma Blair,1,28.0,3.0,0.07329842931937172
31,Joseph Baena,1,23.0,9.0,0.060209424083769635
31,Trevor Donovan,1,21.0,10.0,0.0549738219895288
31,Daniel Durant,1,27.0,6.0,0.07068062827225131
31,Wayne Brady,1,29.0,2.0,0.07591623036649214
31,Sam Champion,1,20.0,12.0,0.05235602094240838
31,Jessie James Decker,1,20.0,12.0,0.05235602094240838
31,Jordin Sparks,1,26.0,7.0,0.06806282722513089
31,Heidi D'Amelio,1,24.0,8.0,0.06282722513089005
31,Charli D'Amelio,1,32.0,1.0,0.08376963350785341
31,Teresa Giudice,1,20.0,12.0,0.05235602094240838
31,Vinny Guadagnino,1,17.0,16.0,0.04450261780104712
31,Shangela,1,28.0,3.0,0.07329842931937172
31,Gabby Windey,1,28.0,3.0,0.07329842931937172
32,Jamie Lynn Spears,1,15.0,9.0,0.06493506493506493
32,Mira Sorvino,1,17.0,7.0,0.0735930735930736
32,Barry Williams,1,16.0,8.0,0.06926406926406926
32,Alyson Hannigan,1,13.0,11.0,0.05627705627705628
32,Xochitl Gomez,1,18.0,5.0,0.07792207792207792
32,Adrian Peterson,1,18.0,5.0,0.07792207792207792
32,Matt Walsh,1,12.0,12.0,0.05194805194805195
32,Tyson Beckford,1,12.0,12.0,0.05194805194805195
32,Jason Mraz,1,21.0,2.0,0.09090909090909091
32,Lele Pons,1,19.0,4.0,0.08225108225108226
32,Harry Jowsey,1,12.0,12.0,0.05194805194805195
32,Mauricio Umansky,1,15.0,9.0,0.06493506493506493
32,Charity Lawson,1,22.0,1.0,0.09523809523809523
32,Ariana Madix,1,21.0,2.0,0.09090909090909091
33,Tori Spelling,1,17.0,11.0,0.06882591093117409
33,Eric Roberts,1,15.0,13.0,0.06072874493927125
33,Reginald VelJohnson,1,16.0,12.0,0.06477732793522267
33,Chandler Kinney,1,23.0,1.0,0.0931174089068826
33,Dwight Howard ,1,22.0,2.0,0.08906882591093117
33,Danny Amendola,1,20.0,5.0,0.08097165991902834
33,Stephen Nedoroscik,1,21.0,3.0,0.08502024291497975
33,Ilona Maher,1,18.0,8.0,0.0728744939271255
33,Anna Delvey,1,18.0,8.0,0.0728744939271255
33,Brooks Nader,1,18.0,8.0,0.0728744939271255
33,Phaedra Parks,1,19.0,6.0,0.07692307692307693
33,Jenn Tran,1,19.0,6.0,0.07692307692307693
33,Joey Graziadei,1,21.0,3.0,0.08502024291497975
34,Corey Feldman,1,9.0,13.0,0.054878048780487805
34,Danielle Fishel,1,12.0,6.0,0.07317073170731707
34,Elaine Hendrix,1,12.0,6.0,0.07317073170731707
34,Baron Davis,1,10.0,9.0,0.06097560975609756
34,Jordan Chiles,1,10.0,9.0,0.06097560975609756
34,Andy Richter,1,9.0,13.0,0.054878048780487805
34,Robert Irwin,1,15.0,1.0,0.09146341463414634
34,Hilaria Baldwin,1,14.0,3.0,0.08536585365853659
34,Lauren Jauregui,1,13.0,4.0,0.07926829268292683
34,Scott Hoying,1,10.0,9.0,0.06097560975609756
34,Alix Earle,1,13.0,4.0,0.07926829268292683
34,Jen Affleck,1,12.0,6.0,0.07317073170731707
34,Whitney Leavitt,1,15.0,1.0,0.09146341463414634
34,Dylan Efron,1,10.0,9.0,0.06097560975609756
1,John O'Hurley,2,26.0,1.0,0.21487603305785125
1,Kelly Monaco,2,17.0,5.0,0.14049586776859505
1,Evander Holyfield,2,14.0,6.0,0.11570247933884298
1,Rachel Hunter,2,24.0,2.0,0.19834710743801653
1,Joey McIntyre,2,21.0,3.0,0.17355371900826447
1,Trista Sutter,2,19.0,4.0,0.15702479338842976
2,Tatum O'Neal,2,17.0,8.0,0.085
2,Tia Carrere,2,22.0,5.0,0.11
2,George Hamilton,2,22.0,5.0,0.11
2,Lisa Rinna,2,20.0,7.0,0.1
2,Stacy Keibler,2,29.0,1.0,0.145
2,Jerry Rice,2,23.0,4.0,0.115
2,Giselle Fernandez,2,24.0,3.0,0.12
2,Master P,2,16.0,9.0,0.08
2,Drew Lachey,2,27.0,2.0,0.135
3,Harry Hamlin,2,21.0,7.0,0.09130434782608696
3,Vivica A. Fox,2,24.0,3.0,0.10434782608695652
3,Monique Coleman,2,26.0,2.0,0.11304347826086956
3,Joey Lawrence,2,29.0,1.0,0.12608695652173912
3,Mario Lopez,2,21.0,7.0,0.09130434782608696
3,Emmitt Smith,2,24.0,3.0,0.10434782608695652
3,Shanna Moakler,2,22.0,6.0,0.09565217391304348
3,Willa Ford,2,23.0,5.0,0.1
3,Sara Evans,2,21.0,7.0,0.09130434782608696
3,Jerry Springer,2,19.0,10.0,0.08260869565217391
4,John Ratzenberger,2,21.0,6.0,0.08571428571428572
4,Ian Ziering,2,22.0,5.0,0.08979591836734693
4,Clyde Drexler,2,18.0,11.0,0.07346938775510205
4,Laila Ali,2,27.0,1.0,0.11020408163265306
4,Apolo Anton Ohno,2,26.0,2.0,0.10612244897959183
4,Shandi Finnessey,2,20.0,10.0,0.08163265306122448
4,Paulina Porizkova,2,21.0,6.0,0.08571428571428572
4,Heather Mills,2,24.0,3.0,0.09795918367346938
4,Billy Ray Cyrus,2,21.0,6.0,0.08571428571428572
4,Joey Fatone,2,24.0,3.0,0.09795918367346938
4,Leeza Gibbons,2,21.0,6.0,0.08571428571428572
5,Cameron Mathison,2,21.0,5.0,0.08823529411764706
5,Jane Seymour,2,21.0,5.0,0.08823529411764706
5,Sabrina Bryan,2,26.0,2.0,0.1092436974789916
5,Jennie Garth,2,21.0,5.0,0.08823529411764706
5,Floyd Mayweather Jr. ,2,21.0,5.0,0.08823529411764706
5,Albert Reed,2,21.0,5.0,0.08823529411764706
5,Helio Castroneves,2,27.0,1.0,0.1134453781512605
5,Mel B,2,23.0,4.0,0.09663865546218488
5,Wayne Newton,2,15.0,11.0,0.06302521008403361
5,Marie Osmond,2,24.0,3.0,0.10084033613445378
5,Mark Cuban,2,18.0,10.0,0.07563025210084033
6,Cristian de la Fuente,2,20.0,8.0,0.07782101167315175
6,Steve Guttenberg,2,16.0,11.0,0.0622568093385214
6,Priscilla Presley,2,21.0,6.0,0.08171206225680934
6,Marlee Matlin,2,24.0,4.0,0.0933852140077821
6,Shannon Elizabeth,2,24.0,4.0,0.0933852140077821
6,Marissa Jaret Winokur,2,21.0,6.0,0.08171206225680934
